symbol,bid_size,bid,ask,ask_size,lastPrice,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,underlying_asset,expiration,option_type,strike
GFGV5400AB,0,0.0,0.0,0,90.0,90.0,0.2857,90.0,90.0,90.0,70.0,27000.0,3,3,15:22:00,GGAL,2025-04-16,P,5400.0
GFGV5400DI,0,0.0,35.0,3,29.0,28.047,-0.27140000000000003,40.0,51.1,27.1,39.807,27104480.3,6857,940,16:59:00,GGAL,2024-12-20,P,5400.0
GFGV5600DI,0,0.0,0.0,0,53.99,52.741,-0.2316,70.0,95.6,50.0,70.27,58055882.0,8436,873,16:59:00,GGAL,2024-12-20,P,5600.0
GFGV5800DI,0,0.0,172.0,3,95.5,91.399,-0.17059999999999997,115.0,145.37,90.0,115.152,88903603.8,7739,716,16:59:00,GGAL,2024-12-20,P,5800.0
GFGV5800FE,2,15.0,0.0,0,80.0,80.0,0.0,80.0,80.0,80.0,0.0,80000.0,10,1,12:19:00,GGAL,2025-02-21,P,5800.0
GFGV58964D,0,0.0,0.0,0,115.0,116.1,-0.1699,124.646,177.6,115.0,138.548,45765680.8,3297,349,16:56:00,GGAL,2024-12-20,P,58964.0
GFGV6000AB,0,0.0,0.0,0,185.4,185.4,0.0,185.4,185.4,185.4,0.0,18540.0,1,1,13:22:00,GGAL,2025-04-16,P,6000.0
GFGV6000FE,0,0.0,0.0,0,190.0,190.0,0.0,190.0,190.0,190.0,0.0,19000.0,1,1,14:28:00,GGAL,2025-02-21,P,6000.0
GFGV60964D,0,0.0,0.0,0,186.0,181.401,-0.1082,220.0,260.0,178.0,208.568,217329809.1,10027,1124,16:59:00,GGAL,2024-12-20,P,60964.0
GFGV6200AB,0,0.0,0.0,0,250.01,250.005,0.0739,250.0,290.0,220.0,232.8,3069208.0,121,52,16:59:00,GGAL,2025-04-16,P,6200.0
GFGV6400DI,10,120.0,425.0,1,310.0,306.143,-0.07,360.0,426.0,290.0,333.339,102960532.6,2947,404,16:59:00,GGAL,2024-12-20,P,6400.0
GFGV6600AB,0,0.0,0.0,0,401.0,401.0,0.034300000000000004,401.0,401.0,401.0,387.7,80200.0,2,2,16:31:00,GGAL,2025-04-16,P,6600.0
GFGV6600DI,0,0.0,0.0,0,430.0,430.0,-0.0273,492.999,574.0,430.0,442.103,21699560.3,479,73,16:35:00,GGAL,2024-12-20,P,6600.0
GFGV6800DI,0,0.0,0.0,0,545.0,545.0,-0.0438,610.0,625.001,545.0,570.001,1374614.5,23,11,16:56:00,GGAL,2024-12-20,P,6800.0
GFGV7000DI,0,0.0,0.0,0,770.0,770.0,-0.08869999999999999,760.0,850.0,750.0,845.0,1103499.9,14,13,16:23:00,GGAL,2024-12-20,P,7000.0
HARC2100DI,0,0.0,0.0,0,105.8,105.8,0.2302,105.8,105.8,105.8,86.0,10580.0,1,1,16:46:00,HARG,2024-12-20,C,2100.0
LOMC2400DI,0,0.0,0.0,0,89.9,89.9,0.2733,89.9,89.9,89.9,70.6,8990.0,1,1,16:11:00,LOMA,2024-12-20,C,2400.0
PAMC2710DI,0,0.0,0.0,0,620.0,620.0,-0.0882,620.0,620.0,620.0,680.0,620000.0,10,2,11:46:00,PAMP,2024-12-20,C,2710.0
